,,▲,電気機械器具製造業（総務担当）,・海外の大手自動車メーカーの不正検査問題により、全世界の自動車販売台数が激減していることから、当社への発注量が減っており、今後も減少する恐れがある。,,
,,▲,広告代理店（営業担当）,・年末年始を過ぎると例年受注量が低下する状況があり、現状より下回った状況が継続する。,,
,,×,－,－,,
"雇用
関連

(中国)",,◎,－,－,,
,,○,新聞社［求人広告］（担当者）,・中間決算を見ると、地場企業は前年の消費税率引上げの閉塞感から脱し回復感がうかがえる。また消費者と直接関わる百貨店、スーパーなどの売上も順調に推移している。,,
,,○,職業安定所（産業雇用情報担当）,・臨時雇用を除き例年年末に向けて求人数や求職者数が減少する傾向にあり、今後も注視する必要がある。,,
,,○,民間職業紹介機関（職員）,・円安基調のなかでの地元企業の好調な輸出に支えられ、地場メーカー、周辺企業において積極的に人材採用を行っている。,,
,,□,人材派遣会社（社員）,・中国経済の低迷が中小製造業の採用活動に影響を及ぼすが、その他の産業の採用活動は引き続き上向きなので、総じては変わらない。,,
,,□,人材派遣会社（支店長）,・時期的に今後依頼が増える見込みではあるが、例年と変わらない水準になる。,,
,,□,求人情報誌製作会社（広告担当）,・一部の業種や企業の景気は上向き傾向であるが、ほとんどの中堅中小企業は大きく変わらない。,,
,,□,新聞社［求人広告］（担当者）,・地場中堅の土木会社で、来春採用の高校新卒内定者の半数が内定を辞退するという事態となったが、高校新卒者採用では珍しいケースである。地場中堅といえども中小企業であり、待遇改善にも限界があるため、学校側への対応を含めて対応策に頭を痛めている。,,
,,□,職業安定所（所長）,・医療福祉関連や建設業では慢性的に人手不足状況が続いており求人意欲が極めて高いが、その他製造業やサービス業など幅広い業種で人手不足感が広がっており、求人意欲が高まっている。,,
,,□,職業安定所（雇用開発担当）,・事業所の求人意欲には若干陰りがある模様だが、高い求人倍率は継続する見通しである。,,
,,□,民間職業紹介機関（人材紹介担当）,・大手ショッピングモールが行った集客対策にはあまり効果が見えず、景気にプラスとなる要素が見当たらない。,,
,,□,学校［短期大学］（学生支援担当）,・良くなるほどの動きはない。,,
,,□,学校［大学］（就職担当）,・特に良くなることもなく、悪くなることもない。,,
,,▲,人材派遣会社（支社長）,・まだ一部の限られた製造業だけであるが、チャイナリスクの影響が出始めている。今後は大口需要先で中国の負の影響が更に大きく出始める恐れがある。,,
,,▲,人材派遣会社（経営企画担当）,・中国の景気減速、自動車関係のリコールなど経済市場での不安要因による受注活動への影響が懸念されるとともに、国内市場での求職者確保の競争激化や労働者派遣やマイナンバー実施などに向けた法改正への対応が控えている。人材業界はこれら様々な案件に真摯に対応できるところが生き残っていく。,,
,,▲,職業安定所（産業雇用情報担当）,・円安による利益率の悪化で倒産した事業所や雇用調整助成金の相談をする事業所も出てきており、先行きに不安がある。,,
,,×,－,－,,
,,,,,,
　９．四国（地域別調査機関：四国経済連合会）,,,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,,
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由,,
"家計
動向
関連

(四国)",,◎,設計事務所（所長）,・メーカー等の展示会やＰＲ会が頻繁に開かれるようになった。,,
,,○,衣料品専門店（経営者）,・気温の下がった11月後半の売上はそこそこ良かったことや、12月はいよいよ催事期に入ることなどからある程度の売上は期待できる。,,
,,○,家電量販店（店員）,・ボーナス商戦で単価・販売数の回復を願う。,,
,,○,乗用車販売店（従業員）,・来月上旬にモデルチェンジ発表予定の新車の受注は、高グレード車を中心に順調な立ち上がりが予想される。,,
,,○,乗用車販売店（従業員）,・来月に新型車の発表があり、かなりの受注台数が見込め期待も大きい。例年年末から年度末にかけて繁忙期を迎えるが、今年は希望を込めて例年以上の販売増を予想している。,,
,,○,乗用車販売店（従業員）,・新型車が発売されるなど期待が持てる。ただ、納期の長期化が予想されるので、すぐには売上につながらない。,,
,,○,乗用車販売店（役員）,・11月に入って少し動きが出てきたようだ。12～１月に新車の投入があるため、２～３か月は堅調に推移すると予想している。,,
,,○,その他専門店［酒］（経営者）,・年末には、お歳暮などで売れるが、３か月先は少し景気は悪くなるだろう。,,
,,○,通信会社（営業担当）,・冬商戦期に家族まとめての需要を狙いたい。,,
,,○,通信会社（営業担当）,・春商戦期に入り、需要が高まると想定。,,
,,□,商店街（代表者）,・11月末以降寒い日が続き、重衣料を中心に冬物衣料が売れている。これから冬物商戦、クリアランスなどでかなり期待ができるので、今までくらいの景気状況で推移すると思う。,,
,,□,商店街（事務局長）,・プレミアム付商品券の有効期限が年末迄となっていることから、年明けは反動減が予想される。一方で消費マインドは上向いている感があり、総じて横ばいと見ている。,,
,,□,一般小売店［文具店］（経営者）,・改善される要因が思いつかない。,,
,,□,一般小売店［乾物］（店員）,・良くなるというイメージがわかない。,,
,,□,百貨店（営業担当）,・寒くなって、徐々に客が戻ってきている。12月以降、客の動きが変わってくると信じている。,,
,,□,百貨店（販売促進担当）,・８月から売上回復トレンドが継続していたが、11月は中盤以降がやや失速ぎみになっている。,,
,,□,スーパー（店長）,・暖冬傾向になるとの長期予報が出ており、冬物商材の売上が厳しいと思うため、景気は変わらないと予想する。,,
,,□,スーパー（企画担当）,・来店客数が伸びないのを単価上昇分で補っている状況が続いている。客数が上昇に転じないと売上増は期待できない。,,
,,□,スーパー（財務担当）,・競争相手の進出も今後続くことから、現状より良くなることはない。,,
,,□,コンビニ（総務）,・消費喚起するような要因がなく、変わらない。,,
,,□,コンビニ（商品担当）,・目に見えて良くなる要素があまりないので、変わらない。,,
,,□,衣料品専門店（経営者）,・前年、前月、先々月と比べて、来客数もかなり減っている。今は暖かいので、アウターが全然売れないが、寒くなってくると売れ出し、来客数も多少増えるのではないか。,,
,,□,衣料品専門店（経営者）,・原油価格は下がってきているが、給料が上がったという感じは見受けられない。,,
,,□,衣料品専門店（総務担当）,・11月の最終週に気温が下がったが、売上が大きく改善することはなかった。加えて、暖冬の予報が出ているので、今後も厳しいと予想している。,,
,,□,乗用車販売店（営業担当）,・新車購入意向での来店客数が激減していて回復見込みは全く予想がつかない。,,
,,□,住関連専門店（経営者）,・景気が良くなる要素が見当たらない。,,
,,□,その他小売［ショッピングセンター］（副支配人）,・気温に大きく左右されるが、購買意欲は強く感じられない。,,
,,□,その他小売［ショッピングセンター］（支配人）,・気温が高めに推移すると、11月と変わらない状況になるのではないか。暗い話題も多く、マインド的にも慎重な購買の仕方になっているのではないか。,,
,,□,一般レストラン（スタッフ）,・特に変わる兆しや理由がない。,,
,,□,観光型旅館（経営者）,・忘年会の予約は前年並み、新年会もある程度は入ってくるだろうが、売上もそう伸びないだろう。年末年始にはあまり期待できない。,,
,,□,都市型ホテル（経営者）,・予約状況は、前年とあまり変わらない。ただ、ふるさとプレミアム旅行券の期限が切れてしまうので、宿泊についての先行きは不安が残る。,,
,,□,タクシー運転手,・忘年会シーズンの12月は多少良くなるが、１～２月は行事も少ないと思う。忘年会等も１次会のみで、２次会、３次会の設定がないという声がある。,,
,,□,通信会社（企画）,・年末年始は引き合いが増える傾向にあるが、全体の景気は変わらないと思われる。,,
,,□,通信会社（支店長）,・テロ行為による世界経済への影響がみえないことから変わらないとした。影響がなければやや良くなると考えている。,,
,,□,観光遊園地（職員）,・来客数の動きから、積極的に良くなるとは思わない。,,
,,□,ゴルフ場（従業員）,・予約状況から判断しても、今のような状況で推移するのではないか。,,
,,□,競艇場（職員）,・年末には大きなレースが開催され、売上増が期待される。また、今年は人気のあるレースがあり、例年以上の売上が期待できる。１～２月は、各地の周年記念競走、地区選手権等が開催され、地元選手の活躍が鍵を握っている。,,
,,▲,商店街（代表者）,・現在の状況が継続し消費税10％に直面する。ネット社会の進展による弊害の方が徐々に目立つ時代になってくる。,,
,,▲,一般小売店［生花］（経営者）,・クリスマスや年末年始商品の予約が年々減少してきている。当日購入する人が増えているため、年末の天候に人出と売上が左右されやすい。例年並みか、悪くなると思われる。,,
,,▲,コンビニ（店長）,・良くなる要素が何もない。競合の激化が要因と考えられる。,,
,,▲,旅行代理店（支店長）,・国内旅行は好調であるが、海外でのテロ事件の影響で海外旅行の低下が長引く事を懸念している。,,
,,▲,美容室（経営者）,・少しずつ悪化していると思う。,,
,,▲,住宅販売会社（従業員）,・来客数・問い合わせ数の減少で、今後の契約数・売上高や完工数が減少していくと考えられる。,,
,,×,一般小売店［酒］（販売担当）,・お歳暮の時期だが、値引き率の高い店で消費者が買うため、年々売上が減ってきている。景気が良くないので、し好品は買い控え傾向にある。,,
,,×,コンビニ（店長）,・小売り流通は色々な業種と競合し、小売店や飲食店が出来る度に競合し影響を受けている。競合の出店も多く、この業界で改善の兆しはみえづらくなっている。,,
,,×,タクシー運転手,・冬場はお遍路の仕事がほとんどなく、３月中旬まで売上は落ちる。街中でも忘年会シーズンが終わると、１～２月はガタッと悪くなる。,,
"企業
動向
関連

(四国)",,◎,－,－,,
,,○,食料品製造業（商品統括）,・いたるところで人手の確保を目指しており、各企業の改革改善が進んでいる。,,
,,○,木材木製品製造業,・年末から年度末までは受注残高からもある程度の生産見込みは立てられている状況。ただし、次の消費税導入への駆け込み要因が強く、生活面で余裕が出てきたなかでの消費動向であるとの手ごたえには至っていない。,,
,,○,輸送業（経営者）,・短期的には大丈夫と思う。,,
,,○,通信業（部長）,・冬商戦も始まり、今後はやや良くなる。,,
,,□,食料品製造業（経営者）,・原材料価格の好転が見込まれない。特に海外からの輸入原料について為替の好転が見込めない。,,
,,□,繊維工業（経営者）,・小売店での売上が全国的に良くない。これまでと同じで、外国人観光客の多い都市部、観光地では良好であるが、地方の経済状況が良くないため、全体的には前年並みの状況が続く。,,
,,□,パルプ・紙・紙加工品製造業（経営者）,・年末に向け受注が好調であり、このペースで行くと、過去最大の売上・利益になる。ただ１～２月は少し悪くなるだろう。,,
,,□,一般機械器具製造業（経理担当）,・中国経済減速、米国金利状況、原油価格動向など海外の不透明感に注視する必要があるが全体的に大きな変化はないと思われる。,,
,,□,電気機械器具製造業（経営者）,・制度的に再生可能エネルギー関連事業は少しずつ落ちてきている。一方、新しく立ち上げたバイオマス発電の話は多くある。全体では大きく変わらない。,,
,,□,建設会社（経理担当）,・公共工事は増えると見込んでいるが、材料費、労務費の値上げもあり、景気は変わりそうにない。,,
,,□,建設業（経営者）,・年末から年度末にかけて、手持ちの仕事が順調に進み、売上が上がってくる時期である。したがって、これから良くなる時期ではあるが、受注の総量が減少していることから、利益額は小さくなることを加味すると、変わらない。,,
,,□,建設業（経営者）,・国の補正予算がいつ成立するか分からないので不安だ。,,
,,□,輸送業（支店長）,・原油価格の動向が注視される。もう少し安くなってくれると業績にプラスに働く。,,
,,□,通信業（総務担当）,・景気が良くなる要素がみられない。,,
,,□,金融業（副支店長）,・資金需要の相談の中に、売上増加や新たな設備投資に対する資金需要相談が増えてきていない。,,
,,□,広告代理店（経営者）,・商業施設の新規オープンによる期待感はあったが、多くの得意先の情報では地方の消費低迷は依然として続いている。販促費等についても削減傾向にあり、景気はあまり変わらない見込みである。,,
,,□,公認会計士,・色々な業種の方と話をしてきたが、総じて設備投資に消極的で、景気の先行きについて非常に心配をしている。マイナンバーの問題や消費税10％の引上げなどで将来が見えにくいということで非常に消極的になっている。,,
,,▲,鉄鋼業（総務部長）,・受注量が減少傾向にあり、先行きの生産・販売量への影響が予想される。,,
,,▲,電気機械器具製造業（経理）,・得意先からの受注量はおおむね現状と同程度と予測している。また、利益に関しても特別なコスト変動要素を認識していないため、収益性の変化もないと思われる。,,
,,▲,輸送業（営業）,・歳末需要の増加する12月の繁忙期と１～２月の閑散期における取扱物量の格差が非常に大きい事から、景気の上昇は極めて期待薄であり先行きは極めて厳しい状況である。年末の繁忙期には運送が集中する事から車両不足が例年にも増して一段と深刻化しており、荷主の商流に影響を与えるとともに運賃の高騰を招く。,,
,,×,＊,＊,,
"雇用
関連

(四国)",,◎,－,－,,
,,○,求人情報誌製作会社（従業員）,・募集を控えていた企業が、年明けには募集を開始するため、求人数の増加が見込まれる。,,
,,○,職業安定所,・有効求人倍率は1.24倍で、前月比では0.05ポイント、前年同月比では0.18ポイント、それぞれ上昇しており、今後やや良くなると思われる。,,
,,○,民間職業紹介機関（所長）,・次年度の採用計画も今年度の採用と同様に、積極的に採用人数を増やそうと考えている企業が数多くみられる。また、設備投資を考えている業種も増えてきている。ただし製造業においては、製造職の採用が確保出来なければ、設備拡大を控える企業もある。,,
,,○,学校［大学］（就職担当）,・求人数が引き続き堅調であり、大手企業からの求人もみられる。,,
,,□,人材派遣会社（営業担当）,・求人意欲の高い企業は多いものの、優秀な人材が労働市場に流れてくる可能性は少ないため。,,
,,□,新聞社［求人広告］（担当者）,・広告主の販促費投下への意欲が弱いうえ、消費者も実質賃金が上がっているわけでもなく、将来の消費税増税や運用方法が曖昧なマイナンバー制度で資産が把握される恐れ等マインドが高揚する素地はないと思う。,,
,,□,職業安定所（職員）,・企業の求人意欲は増大しているが、人手不足に伴って好条件が提示されているわけではない。,,
,,□,職業安定所（職員）,・前月同様、中国経済の景気後退に伴って、日本企業にも影響が出始めているのではないかと懸念される。,,
,,▲,人材派遣会社（営業担当）,・求職者の数が少なく、専門性が高い求人が増えつつありミスマッチを懸念する。,,
,,×,求人情報誌（営業）,・長期にわたる求人難は、企業の事業成長に悪影響が及び、中長期で見れば景気は悪くなる。特に流通業において、大手資本の新店舗オープンのための大量求人により地元資本の店舗、企業から人材が流出しており、かなり深刻な求人難となっている。小規模の企業にとっては事業の継続が危ぶまれるところもある。,,
,,,,,,
10．九州（地域別調査機関：公益財団法人九州経済調査協会）,,,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,,
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由,,
"家計
動向
関連

(九州)",,◎,－,－,,
,,○,商店街（代表者）,・雇用の回復やボーナスが支給されることにより、景気はやや良くなる。,,
,,○,一般小売店［茶］（販売・事務）,・年末年初は多少の贈答品が出るため売上は伸びる。大型店の年末商戦にはかなわないが、小売店の良さが出るようにインパクトのある贈答品等を準備している。わざわざ遠くに出かけないで、近所の専門店で購入していただけるようにしていきたい。,,
,,○,百貨店（営業担当）,・11月も下旬に入り、販売状況が回復してきた。,,
,,○,百貨店（販売促進担当）,・暖冬により、重衣料の動きが鈍かったが、気温も下がり動きが良くなる。,,
,,○,百貨店（店舗事業計画部）,・初売・バレンタインデーなど歳時期が続く。せっかくなら百貨店で買物しようという客も増え、商品に動きが出る時期なので期待できる。,,
,,○,スーパー（店長）,・ボーナス月になり、クリスマス、正月等の各種催事イベントがあり、客に購買意欲が湧く。客も、お祭りなどに関連した催事にはたくさんお金を使う傾向にある。,,
,,○,コンビニ（経営者）,・悪い店舗もマイナス幅が少しずつ小さくなっていっているので、やや良くなる。,,
,,○,コンビニ（販売促進担当）,・12月10日がクリスマスケーキの予約締切になるが、各店の状況を聞いた限りでは、前年よりも予約数が多いようだ。12月はボーナス月でもあるので、今後は若干伸びてくる。,,
,,○,家電量販店（店員）,・今月は暖冬で数字が悪い状態だが、今後、寒くなれば反動で数字が上がってくる。今が底と考えると、これから良くなる。,,
,,○,家電量販店（従業員）,・寒くなってきたので暖房器具の需要が増える。,,
,,○,乗用車販売店（総務担当）,・来月には待望の新型車が発売される。競争力のある新商品であり販売台数増加の起爆剤となる。,,
,,○,その他専門店［コーヒー豆］（経営者）,・11～12月にかけてコーヒーの需要は増えてくる。また年末のお歳暮など進物ものの需要もあるので、売上の増加が見込める。,,
,,○,その他小売の動向を把握できる者［ショッピングセンター］（支配人）,・景気は徐々に上向きになり、閉塞感から抜け出すようになっていく。,,
,,○,居酒屋（経営者）,・周りの店舗の経営者の話を聞いても変わる気配がない。,,
,,○,都市型ホテル（販売担当）,・12月は宴会利用者も多く売上は良くなっていく。１月も元々繁忙期であるので、売上は好調を維持できそうだ。,,
,,○,タクシー運転手,・暖冬予想もあり、人の流れも活気を増している。,,
,,○,通信会社（企画担当）,・官公庁の補正予算の動きが予想される。,,
,,○,通信会社（営業）,・年末需要、ボーナス商戦への期待値で、やや良くなる。,,
,,□,商店街（代表者）,・所得は上がらず物価は上がり、日々の購買欲をかきたてる要因は何一つない。安価なものまで慎重な消費行動が目につく。,,
,,□,商店街（代表者）,・なかなか将来の予測がつきにくく、どちらとも言えない状況である。あまり好材料は見当たらない。,,
,,□,商店街（代表者）,・売上は下がるが、景気そのものはあまり変化がないと判断している。良くなる要素が非常に少ないことが理由だ。年金から引かれる金額が多くなって生活が苦しい客が多い。,,
,,□,商店街（代表者）,・歳末商戦を迎えて、今後は少し良くなってほしいが、良くなる状況ではないので、このままで推移する。,,
,,□,一般小売店［鮮魚］（店員）,・例年、正月明けは売上が悪い。例年並みを確保できればよいが、今の様子では難しい。,,
,,□,一般小売店［生花］（経営者）,・年内はクリスマスやお正月などの割と大きな花が売れるイベントがあるので良いが、年が明けて１～２月は３月の卒業式シーズンまで毎年売行きが悪いので、今年も特にイベントがなくあまり見込めない。,,
,,□,百貨店（営業担当）,・消費の二極化と寒波の遅れで、紳士・婦人衣料が依然として不振であったが、月末の寒波と創業記念割引フェアでやや改善した。ハンドバック・婦人雑貨、特に舶来ブランドは好調である。また、貴金属・メガネ・紳士雑貨・紳士靴などは、依然好調な動きをしている。ギフトの早期受注も客数・数量ともに順調で、次月へ期待が持てる。また、買上単価もやや上昇傾向にある。,,
,,□,百貨店（営業統括）,・12月も暖冬傾向が続くものと考えられる。また、節約志向も更に強まる。特に婦人高齢顧客が強まる。,,
,,□,百貨店（経営企画担当）,・コート等の防寒用衣料品販売の最盛期にあたる11月の気温が例年よりも高く、衣料品の売上が伸びず非常に厳しい状況である。年末年始にはセール期となるため、マイナス分を取り返すことも厳しい見込みである。春、夏商材の販売動向を注視したい。,,
,,□,百貨店（業務担当）,・気温のせいもあるが、客は普段以上に「必要なもの」と「すぐには必要でないもの」を吟味している。お歳暮商戦も始まってくるが、年末年始にどれだけ無駄な消費をせずに過ごせるかを考えている客が多い。,,
,,□,百貨店（企画）,・急激に気温が低下し、極端な気温ギャップにより、これまで停滞していた冬物衣料等の動きが改善される兆しが見受けられる。,,
,,□,百貨店（売場担当）,・入店客数は７月以降、毎月前年を超えている。非食品分野の客単価は95％、食品分野は101％と、食品は健闘しているが衣料品関係の落ち込みが大きい。特にアウター系が動かないため、単価ダウンとなっている。,,
,,□,スーパー（経営者）,・フランスのテロや世界的に不安定な政情が景気を下げるのではないかと心配である。,,
,,□,スーパー（店長）,・現状、生鮮食料品の売行きが伸びていない。今年は暖冬だという情報が出ているので、なかなか伸びない状況にある。,,
,,□,スーパー（総務担当）,・前年に比べると売上、客数共に伸びてはいるが伸び率は、さほど上昇していない。,,
,,□,スーパー（経理担当）,・暖冬の影響だけであれば、現状の悪い状況も回復するが、このまま悪くなったままということも考えられる。,,
,,□,スーパー（統括者）,・すでに良好であり、それを維持していくと考える。,,
,,□,コンビニ（エリア担当）,・地方の景気は大して回復しておらず、実質賃金も上がっていない状況であるので、大きく売上が伸びる要素は全くない。,,
,,□,衣料品専門店（店長）,・冬用の商品がだぶついている。２～３か月先の年末も変わらないと予想される。,,
,,□,衣料品専門店（店員）,・寒くなって少しは冬物衣料が動き始めるが、セール間近なので買い控えもある。客は価格にとてもシビアになっている。,,
,,□,衣料品専門店（取締役）,・３か月後は新年のセール時期ということもあり、今よりは物が動くが利益幅は下がる。今はセールといっても必要以上の物を買う客はほとんどいないので、インバウンドがどこまで食い込んでくるかに期待している。,,
,,□,衣料品専門店（総務担当）,・現時点では良くなる要素は全く見いだすことできない。希望的観測を込めて変わらない。,,
,,□,家電量販店（店員）,・寒波がきたおかげで暖房器具の動きが結構良くなってきている。パソコンに関しては新OSを搭載した機種が出揃っているが単価がやや高いこともあり、値ごろ感がある旧型のパソコンがよく動いている。ただ、これが長く続くかどうかは疑問である。今後景気的には上昇は見込めず、よくて現状維持となる。,,
,,□,家電量販店（総務担当）,・暖冬の影響と目玉商品の不足により、客足が伸びない。,,
,,□,家電量販店（広報・IR担当）,・良くなる材料が見当たらず、停滞状況が続く。,,
,,□,乗用車販売店（代表）,・変わらない。,,
,,□,その他専門店［書籍］（代表）,・給料が上がらないなか、食料品など生活必需品の値上がりがじわじわと他の消費に影響を与えているのが、景気が回復しない一番の原因である。,,
,,□,その他専門店［書籍］（副店長）,・来年１月は当地のプレミアム付商品券の使用期限であるため、ある程度駆け込み需要が見込まれるが、売上自体が下降気味なので、現状維持にとどまるのではないかと予想する。,,
,,□,その他専門店［ガソリンスタンド］（統括）,・燃料油の小売価格は、前年と比較するとかなり下がっており、これから灯油の販売シーズンに入り、前年を超える販売量に期待したい。また、顧客は12月のボーナス支給についても前年並みを予想しており、カーケア商品販売に期待したい。,,
,,□,その他小売の動向を把握できる者［土産卸売］（従業員）,・年末年始を迎えるため一時的に来客数が増え、商品の動きも良くなるが、消費及び贈答用の購入に勢いがない。,,
,,□,その他小売［ショッピングセンター］（広報担当）,・景気を左右する大きな要素はないが、気温次第で販売商品や販売量が変わってくる。平年並みの気温を期待する。,,
,,□,高級レストラン（専務）,・当地は、北陸方面に新幹線が開通したことによって、観光客がかなり取られている。市内客は景気が悪いので、利用が少ない。毎月何とか努力しないと客は増えず、売上も上がらないので、ますますアジアからの客が重要となってくる。,,
,,□,一般レストラン（経営者）,・予約状況も前年並みで、客からも景気の良い話は聞こえてこない。,,
,,□,一般レストラン（スタッフ）,・何も変化がない。,,
,,□,観光ホテル（総務）,・３か月予測より変わらない。,,
,,□,観光型ホテル（スタッフ）,・披露宴の取り込み次第で売上が変動する。,,
,,□,観光型ホテル（専務）,・予約が間際化しているので、先の状況が読みにくい。,,
,,□,都市型ホテル（スタッフ）,・宿泊・一般宴会・レストランの予約状況はやや弱含みではあるが前年並みで推移している。ここ数か月の傾向として、直近での予約数上昇がみられるため、最終的には前年並みで着地すると推測している。,,
,,□,都市型ホテル（副支配人）,・現状と同じで非常に良い。12月～３月までもかなり予約が入っている。このままでいけば今までの最高収益になる可能性大である。,,
,,□,旅行代理店（従業員）,・１月以降は国内旅行を中心に前年を超えている。特に国内・海外とも近場の人気が高い。,,
,,□,タクシー運転手,・年末にかけタクシー利用の昼の動きは悪くなるが、夜の利用が少しずつ増えてくるので、プラスマイナスで変わらない。,,
,,□,通信会社（営業担当）,・県内だけでみても明るい材料が出てきていない。,,
,,□,ゴルフ場（従業員）,・年明けは少しずつ客の予約は入っているが、地元客の予約が減っている状態である。併せてショップや昼食の利用の単価が上がらないのが現状である。今後、上向く材料がない。,,
,,□,競馬場（職員）,・今年は年始から変わらず販売量が上昇しており、今後も同様の傾向が続くと考えられる。,,
,,□,美容室（経営者）,・年末年始は業界的に上昇する予定であるが、11月の景気をみると動きがないのが現実である。,,
,,□,美容室（店長）,・同業者があまりにも多くなり、客も低料金の店に行きたくなるようだ。,,
,,□,その他サービスの動向を把握できる者［介護サービス］（管理担当）,・本年４月の介護報酬マイナス改定の影響が大きく、利益が前年より大幅に減少している。,,
,,□,設計事務所（所長）,・現在、民間の仕事が皆無である。官公庁がぼちぼち取れているが、景気は良くならない。,,
,,□,設計事務所（所長）,・仕事の結果が大体２～３か月先に出るので、今月があまり変わらないことから２～３か月先も変わらないとみている。,,
,,□,設計事務所（代表）,・良くなる材料が見当たらない。,,
,,□,住宅販売会社（従業員）,・景気が順調に回復しているというが、それは証券関係など、一部の大企業である。通常の企業は賃上げがまだである。そういうなかで景気の底上げを可能にするような状況が今はないので、景気はあまり変わらない。消費税増税の駆け込みを期待する。,,
,,▲,商店街（代表者）,・小売業の売上は、向上するどころか、低下しているようである。消費税増税も一因である。,,
,,▲,商店街（代表者）,・12月までは平年同様の売上は見込めるが、１月からは上昇は見込めない。年々来客数は減少している。地域に大型店舗などができていないため、消費者の買い渋りが間違いなく出ている。,,
,,▲,商店街（代表者）,・年末年始に出費が多くなるため、２～３か月先は毎年のことであるがかなり消費が伸び悩む。,,
,,▲,商店街（代表者）,・プレミアム付商品券の使用期限も過ぎてしまい、消費者の購買意欲も少なくなる。,,
,,▲,百貨店（営業担当）,・お歳暮の動きが悪いところについては、12月にも大きく影響してくる。今後、２～３か月先はアメリカで利上げの可能性がある。株価や為替が影響を受けると、日本国内の個人消費にも関係してくるだろう。厳しいのは間違いないとみている。,,
,,▲,スーパー（店長）,・衣料や日用品の在庫がダブついてきている。これからは暖冬予報から厳しい状況が続く。,,
,,▲,スーパー（店長）,・１キロ圏内に競合店のドラッグストアができる。一般食品と日用品に影響が出て、前年比90％で推移すると見込んでいる。衣料品は暖冬のせいで12月も心配している。,,
,,▲,スーパー（店長）,・消費税増税が控えていることを考えると、消費が回復し景気が良くなるという見通しは立てづらい。また、競合店の計画出店等も順次あり競争はますます厳しくなることが予想される。,,
,,▲,コンビニ（店長）,・中国経済、テロなど政情不安により、やや悪くなる。,,
,,▲,衣料品専門店（店長）,・商店街でいろいろイベントを打つが、客の反応はさっぱりない。これから歳末売出し期に入るが、このような状況では期待できない。,,
,,▲,住関連専門店（経営者）,・大都市や観光地では外国人旅行者による売上増加や輸出関係の好調で景気回復が聞かれるが、地方では給与アップも見込まれず、農業、水産業も良くない。ＴＰＰの不安で、財布のひもは固く先行き不安も多い。,,
,,▲,ドラッグストア（部長）,・引き続き好調ではあるが、前月と比較すると若干落ち着いてきている。また、暖冬が予想されており、季節品の売行きが期待ほど伸びない可能性がある。,,
,,▲,その他小売の動向を把握できる者［ショッピングセンター］（統括者）,・今冬は暖冬が予想されるため、アパレル関係が苦戦する。その分をインバウンドでカバーできるか否かが課題である。,,
,,▲,高級レストラン（経営者）,・今後２～３か月先に関しては一番の繁忙期である12月を挟むので、多少なりとも良くなる。ただそれは、10～11月が非常に悪かったので、それ以上に悪くなることはなく、それよりも繁忙期に入るので良くなるだろうという予測も込めている。,,
,,▲,高級レストラン（支配人）,・12月の繁忙期を過ぎてからの見通しがつかない。,,
,,▲,スナック（経営者）,・10～11月と前年割れが続いているため、年末から新年の伸びも期待できない。近隣の同業者も同じような話をしている。,,
,,▲,旅行代理店（企画）,・海外情勢の悪化は、今後更に深刻化する可能性が高いと想定される。,,
,,▲,競輪場（職員）,・業界の売上が頭打ち、又はマイナス傾向であり、景気はピークを越えた感がある。,,
,,▲,美容室（経営者）,・消費税増税の話など不安材料として上がっている。,,
,,▲,音楽教室（管理担当）,・やはり今から受験期になるので、皆、塾のほうにお金をかけるようになる。,,
,,▲,住宅販売会社（従業員）,・新年度に入居を考えている方はこの時期に動きが出てくるのだが、今の来客数の動きからするとやや受注は減少すると判断している。,,
,,×,＊,＊,,
"企業
動向
関連

(九州)",,◎,電気機械器具製造業（経営者）,・受注量は確実に増えてきており、同時に利益も取れるようになってきている。増えた部分を安定させるために工場の設備など準備を進めているところである。,,
,,○,農林水産業（経営者）,・12月は年末特需で最も忙しい時期である。今年は原料もそこそこあるので前年を上回る売上を期待している。利益も付加価値度の高い商品が多く出るので、例年最高利益を上げているが、今年もそれ以上のものが期待できる。ただ、例年１～２月はその反動が出る。,,
,,○,出版・印刷・同関連産業（営業担当）,・年度末に向けた購入が見込まれる。,,
,,○,化学工業（総務担当）,・12月のボーナスがアップするため、やや良くなる。,,
,,○,電気機械器具製造業（取締役）,・引き合いの多い業種においては、来期以降の数字もある程度出ている。,,
,,○,通信業（経理担当）,・年末商戦を境に景気後退局面に入ると予想される。今後の公共投資の目玉に期待される。,,
,,○,金融業（得意先担当）,・業種間によって景況感のばらつきが見受けられる。現在、国や地方公共団体の補助金を活用した設備投資の動きがあるので、やや改善傾向に向かうのではないかと期待している。,,
,,○,不動産業（従業員）,・インバウンド消費が継続し、商業施設の売上が好調に推移している。,,
,,○,経営コンサルタント（代表取締役）,・当地域は台風の被害で工事が間に合わないぐらい忙しい状態が続いている。それだけ建築関係が良ければ、その分が年末にかけてもプラスになるので少しは明るくなる。,,
,,□,農林水産業（営業）,・年末の繁忙期に入るが流れは変わらない。,,
